Agentura,Datum,Hodnota,Průměr,Strana,size
Insa,2025-03-12,3.0,,FDP,6
Insa,2025-03-12,10.0,,Linke,6
Insa,2025-03-12,22.0,,AfD,6
Insa,2025-03-12,5.0,,BSW,6
Allensbach,2025-03-05,29.5,,CDU/CSU,6
Allensbach,2025-03-05,16.0,,SPD,6
Allensbach,2025-03-05,11.5,,Grüne,6
Allensbach,2025-03-05,3.0,,FDP,6
Allensbach,2025-03-05,10.0,,Linke,6
Allensbach,2025-03-05,21.0,,AfD,6
Allensbach,2025-03-05,4.0,,BSW,6
Forsa,2025-03-07,28.0,,CDU/CSU,6
Forsa,2025-03-07,15.0,,SPD,6
Forsa,2025-03-07,11.0,,Grüne,6
Forsa,2025-03-07,4.0,,FDP,6
Forsa,2025-03-07,11.0,,Linke,6
Forsa,2025-03-07,22.0,,AfD,6
Forsa,2025-03-07,3.0,,BSW,6
Insa,2025-03-08,28.5,,CDU/CSU,6
Insa,2025-03-08,16.5,,SPD,6
Insa,2025-03-08,10.5,,Grüne,6
Insa,2025-03-08,3.5,,FDP,6
Insa,2025-03-08,10.5,,Linke,6
Insa,2025-03-08,22.0,,AfD,6
Insa,2025-03-08,4.5,,BSW,6
Insa,2025-03-05,28.0,,CDU/CSU,6
Insa,2025-03-05,16.0,,SPD,6
Insa,2025-03-05,11.0,,Grüne,6
Insa,2025-03-05,4.0,,FDP,6
Insa,2025-03-05,10.0,,Linke,6
Insa,2025-03-05,21.0,,AfD,6
Insa,2025-03-05,5.0,,BSW,6
Politbarometer,2025-03-05,28.0,,CDU/CSU,6
Politbarometer,2025-03-05,15.0,,SPD,6
Politbarometer,2025-03-05,13.0,,Grüne,6
Politbarometer,2025-03-05,4.0,,FDP,6
Politbarometer,2025-03-05,10.0,,Linke,6
Politbarometer,2025-03-05,21.0,,AfD,6
Politbarometer,2025-03-05,3.0,,BSW,6
Dimap,2025-03-04,29.0,,CDU/CSU,6
Dimap,2025-03-04,16.0,,SPD,6
Dimap,2025-03-04,12.0,,Grüne,6
Dimap,2025-03-04,3.0,,FDP,6
Dimap,2025-03-04,9.0,,Linke,6
Dimap,2025-03-04,21.0,,AfD,6
Dimap,2025-03-04,5.0,,BSW,6
Forsa,2025-02-27,28.0,,CDU/CSU,6
Forsa,2025-02-27,15.0,,SPD,6
Forsa,2025-02-27,11.0,,Grüne,6
Forsa,2025-02-27,3.0,,FDP,6
Forsa,2025-02-27,12.0,,Linke,6
Forsa,2025-02-27,22.0,,AfD,6
Forsa,2025-02-27,3.0,,BSW,6
Insa,2025-03-01,29.5,,CDU/CSU,6
Insa,2025-03-01,15.5,,SPD,6
Insa,2025-03-01,11.0,,Grüne,6
Insa,2025-03-01,3.5,,FDP,6
Insa,2025-03-01,9.5,,Linke,6
Insa,2025-03-01,22.0,,AfD,6
Insa,2025-03-01,5.0,,BSW,6
Insa,2025-02-26,30.0,,CDU/CSU,6
Insa,2025-02-26,15.0,,SPD,6
Insa,2025-02-26,11.0,,Grüne,6
Insa,2025-02-26,4.0,,FDP,6
Insa,2025-02-26,9.0,,Linke,6
Insa,2025-02-26,22.0,,AfD,6
Insa,2025-02-26,5.0,,BSW,6
Insa,2025-02-21,29.5,,CDU/CSU,6
Insa,2025-02-21,15.0,,SPD,6
Insa,2025-02-21,12.5,,Grüne,6
Insa,2025-02-21,4.5,,FDP,6
Insa,2025-02-21,7.5,,Linke,6
Insa,2025-02-21,21.0,,AfD,6
Insa,2025-02-21,5.0,,BSW,6
Allensbach,2025-02-14,32.0,,CDU/CSU,6
Allensbach,2025-02-14,14.5,,SPD,6
Allensbach,2025-02-14,12.0,,Grüne,6
Allensbach,2025-02-14,4.5,,FDP,6
Allensbach,2025-02-14,7.5,,Linke,6
Allensbach,2025-02-14,20.0,,AfD,6
Allensbach,2025-02-14,4.5,,BSW,6
Forsa,2025-02-18,29.0,,CDU/CSU,6
Forsa,2025-02-18,15.0,,SPD,6
Forsa,2025-02-18,13.0,,Grüne,6
Forsa,2025-02-18,5.0,,FDP,6
Forsa,2025-02-18,8.0,,Linke,6
Forsa,2025-02-18,21.0,,AfD,6
Forsa,2025-02-18,3.0,,BSW,6
Politbarometer,2025-02-19,28.0,,CDU/CSU,6
Politbarometer,2025-02-19,16.0,,SPD,6
Politbarometer,2025-02-19,14.0,,Grüne,6
Politbarometer,2025-02-19,4.5,,FDP,6
Politbarometer,2025-02-19,8.0,,Linke,6
Politbarometer,2025-02-19,21.0,,AfD,6
Politbarometer,2025-02-19,4.5,,BSW,6
Yougov,2025-02-18,29.0,,CDU/CSU,6
Yougov,2025-02-18,16.0,,SPD,6
Yougov,2025-02-18,13.0,,Grüne,6
Yougov,2025-02-18,4.0,,FDP,6
Yougov,2025-02-18,8.0,,Linke,6
Yougov,2025-02-18,20.0,,AfD,6
Yougov,2025-02-18,5.0,,BSW,6
Gms,2025-02-17,31.0,,CDU/CSU,6
Gms,2025-02-17,15.0,,SPD,6
Gms,2025-02-17,13.0,,Grüne,6
Gms,2025-02-17,4.0,,FDP,6
Gms,2025-02-17,6.0,,Linke,6
Gms,2025-02-17,20.0,,AfD,6
Gms,2025-02-17,4.0,,BSW,6
Insa,2025-02-18,30.0,,CDU/CSU,6
Insa,2025-02-18,15.0,,SPD,6
Insa,2025-02-18,13.0,,Grüne,6
Insa,2025-02-18,4.0,,FDP,6
Insa,2025-02-18,7.0,,Linke,6
Insa,2025-02-18,21.0,,AfD,6
Insa,2025-02-18,5.0,,BSW,6
Forsa,2025-02-14,30.0,,CDU/CSU,6
Forsa,2025-02-14,16.0,,SPD,6
Forsa,2025-02-14,13.0,,Grüne,6
Forsa,2025-02-14,5.0,,FDP,6
Forsa,2025-02-14,7.0,,Linke,6
Forsa,2025-02-14,20.0,,AfD,6
Forsa,2025-02-14,4.0,,BSW,6
Insa,2025-02-15,30.0,,CDU/CSU,6
Insa,2025-02-15,15.0,,SPD,6
Insa,2025-02-15,13.0,,Grüne,6
Insa,2025-02-15,4.5,,FDP,6
Insa,2025-02-15,6.5,,Linke,6
Insa,2025-02-15,22.0,,AfD,6
Insa,2025-02-15,5.0,,BSW,6
Yougov,2025-02-15,27.0,,CDU/CSU,6
Yougov,2025-02-15,17.0,,SPD,6
Yougov,2025-02-15,12.0,,Grüne,6
Yougov,2025-02-15,4.0,,FDP,6
Yougov,2025-02-15,9.0,,Linke,6
Yougov,2025-02-15,20.0,,AfD,6
Yougov,2025-02-15,5.0,,BSW,6
Forsa,2025-02-12,30.0,,CDU/CSU,6
Forsa,2025-02-12,16.0,,SPD,6
Forsa,2025-02-12,13.0,,Grüne,6
Forsa,2025-02-12,5.0,,FDP,6
Forsa,2025-02-12,7.0,,Linke,6
Forsa,2025-02-12,20.0,,AfD,6
Forsa,2025-02-12,4.0,,BSW,6
Insa,2025-02-12,30.0,,CDU/CSU,6
Insa,2025-02-12,15.0,,SPD,6
Insa,2025-02-12,13.0,,Grüne,6
Insa,2025-02-12,4.0,,FDP,6
Insa,2025-02-12,6.0,,Linke,6
Insa,2025-02-12,21.0,,AfD,6
Insa,2025-02-12,5.0,,BSW,6
Politbarometer,2025-02-12,30.0,,CDU/CSU,6
Politbarometer,2025-02-12,16.0,,SPD,6
Politbarometer,2025-02-12,14.0,,Grüne,6
Politbarometer,2025-02-12,4.0,,FDP,6
Politbarometer,2025-02-12,7.0,,Linke,6
Politbarometer,2025-02-12,20.0,,AfD,6
Politbarometer,2025-02-12,4.0,,BSW,6
Allensbach,2025-02-06,32.0,,CDU/CSU,6
Allensbach,2025-02-06,15.0,,SPD,6
Allensbach,2025-02-06,13.0,,Grüne,6
Allensbach,2025-02-06,5.0,,FDP,6
Allensbach,2025-02-06,6.0,,Linke,6
Allensbach,2025-02-06,20.0,,AfD,6
Allensbach,2025-02-06,4.0,,BSW,6
Dimap,2025-02-11,32.0,,CDU/CSU,6
Dimap,2025-02-11,14.0,,SPD,6
Dimap,2025-02-11,14.0,,Grüne,6
Dimap,2025-02-11,4.0,,FDP,6
Dimap,2025-02-11,6.0,,Linke,6
Dimap,2025-02-11,21.0,,AfD,6
Dimap,2025-02-11,4.5,,BSW,6
Forsa,2025-02-07,29.0,,CDU/CSU,6
Forsa,2025-02-07,16.0,,SPD,6
Forsa,2025-02-07,14.0,,Grüne,6
Forsa,2025-02-07,4.0,,FDP,6
Forsa,2025-02-07,6.0,,Linke,6
Forsa,2025-02-07,20.0,,AfD,6
Forsa,2025-02-07,4.0,,BSW,6
Insa,2025-02-08,30.0,,CDU/CSU,6
Insa,2025-02-08,15.5,,SPD,6
Insa,2025-02-08,13.0,,Grüne,6
Insa,2025-02-08,4.0,,FDP,6
Insa,2025-02-08,6.0,,Linke,6
Insa,2025-02-08,22.0,,AfD,6
Insa,2025-02-08,5.5,,BSW,6
Yougov,2025-02-08,29.0,,CDU/CSU,6
Yougov,2025-02-08,16.0,,SPD,6
Yougov,2025-02-08,12.0,,Grüne,6
Yougov,2025-02-08,4.0,,FDP,6
Yougov,2025-02-08,6.0,,Linke,6
Yougov,2025-02-08,21.0,,AfD,6
Yougov,2025-02-08,5.0,,BSW,6
Gms,2025-02-05,30.0,,CDU/CSU,6
Gms,2025-02-05,15.0,,SPD,6
Gms,2025-02-05,14.0,,Grüne,6
Gms,2025-02-05,4.0,,FDP,6
Gms,2025-02-05,5.0,,Linke,6
Gms,2025-02-05,21.0,,AfD,6
Gms,2025-02-05,4.0,,BSW,6
Insa,2025-02-05,29.0,,CDU/CSU,6
Insa,2025-02-05,16.0,,SPD,6
Insa,2025-02-05,12.0,,Grüne,6
Insa,2025-02-05,4.0,,FDP,6
Insa,2025-02-05,5.0,,Linke,6
Insa,2025-02-05,21.0,,AfD,6
Insa,2025-02-05,6.0,,BSW,6
Politbarometer,2025-02-05,30.0,,CDU/CSU,6
Politbarometer,2025-02-05,15.0,,SPD,6
Politbarometer,2025-02-05,15.0,,Grüne,6
Politbarometer,2025-02-05,4.0,,FDP,6
Politbarometer,2025-02-05,6.0,,Linke,6
Politbarometer,2025-02-05,20.0,,AfD,6
Politbarometer,2025-02-05,4.0,,BSW,6
Dimap,2025-02-04,31.0,,CDU/CSU,6
Dimap,2025-02-04,15.0,,SPD,6
Dimap,2025-02-04,14.0,,Grüne,6
Dimap,2025-02-04,4.0,,FDP,6
Dimap,2025-02-04,5.0,,Linke,6
Dimap,2025-02-04,21.0,,AfD,6
Dimap,2025-02-04,4.0,,BSW,6
Yougov,2025-02-02,29.0,,CDU/CSU,6
Yougov,2025-02-02,18.0,,SPD,6
Yougov,2025-02-02,12.0,,Grüne,6
Yougov,2025-02-02,4.0,,FDP,6
Yougov,2025-02-02,6.0,,Linke,6
Yougov,2025-02-02,22.0,,AfD,6
Yougov,2025-02-02,6.0,,BSW,6
Forsa,2025-01-31,28.0,,CDU/CSU,6
Forsa,2025-01-31,16.0,,SPD,6
Forsa,2025-01-31,15.0,,Grüne,6
Forsa,2025-01-31,4.0,,FDP,6
Forsa,2025-01-31,5.0,,Linke,6
Forsa,2025-01-31,20.0,,AfD,6
Forsa,2025-01-31,4.0,,BSW,6
Insa,2025-02-01,30.0,,CDU/CSU,6
Insa,2025-02-01,16.0,,SPD,6
Insa,2025-02-01,13.0,,Grüne,6
Insa,2025-02-01,4.5,,FDP,6
Insa,2025-02-01,5.0,,Linke,6
Insa,2025-02-01,22.0,,AfD,6
Insa,2025-02-01,5.5,,BSW,6
Insa,2025-01-30,30.0,,CDU/CSU,6
Insa,2025-01-30,17.0,,SPD,6
Insa,2025-01-30,12.0,,Grüne,6
Insa,2025-01-30,4.0,,FDP,6
Insa,2025-01-30,4.0,,Linke,6
Insa,2025-01-30,22.0,,AfD,6
Insa,2025-01-30,6.0,,BSW,6
Insa,2025-01-30,29.0,,CDU/CSU,6
Insa,2025-01-30,17.0,,SPD,6
Insa,2025-01-30,13.0,,Grüne,6
Insa,2025-01-30,4.0,,FDP,6
Insa,2025-01-30,4.0,,Linke,6
Insa,2025-01-30,22.0,,AfD,6
Insa,2025-01-30,6.0,,BSW,6
Dimap,2025-01-28,30.0,,CDU/CSU,6
Dimap,2025-01-28,15.0,,SPD,6
Dimap,2025-01-28,15.0,,Grüne,6
Dimap,2025-01-28,4.0,,FDP,6
Dimap,2025-01-28,5.0,,Linke,6
Dimap,2025-01-28,20.0,,AfD,6
Dimap,2025-01-28,4.0,,BSW,6
Politbarometer,2025-01-28,29.0,,CDU/CSU,6
Politbarometer,2025-01-28,15.0,,SPD,6
Politbarometer,2025-01-28,14.0,,Grüne,6
Politbarometer,2025-01-28,4.0,,FDP,6
Politbarometer,2025-01-28,5.0,,Linke,6
Politbarometer,2025-01-28,21.0,,AfD,6
Politbarometer,2025-01-28,4.0,,BSW,6
Emnid,2025-01-25,30.0,,CDU/CSU,6
Emnid,2025-01-25,15.0,,SPD,6
Emnid,2025-01-25,14.0,,Grüne,6
Emnid,2025-01-25,4.0,,FDP,6
Emnid,2025-01-25,4.0,,Linke,6
Emnid,2025-01-25,20.0,,AfD,6
Emnid,2025-01-25,5.0,,BSW,6
Forsa,2025-01-24,30.0,,CDU/CSU,6
Forsa,2025-01-24,16.0,,SPD,6
Forsa,2025-01-24,14.0,,Grüne,6
Forsa,2025-01-24,4.0,,FDP,6
Forsa,2025-01-24,4.0,,Linke,6
Forsa,2025-01-24,20.0,,AfD,6
Forsa,2025-01-24,3.0,,BSW,6
Insa,2025-01-25,30.0,,CDU/CSU,6
Insa,2025-01-25,15.5,,SPD,6
Insa,2025-01-25,12.5,,Grüne,6
Insa,2025-01-25,4.5,,FDP,6
Insa,2025-01-25,4.5,,Linke,6
Insa,2025-01-25,22.0,,AfD,6
Insa,2025-01-25,6.0,,BSW,6
Yougov,2025-01-25,29.0,,CDU/CSU,6
Yougov,2025-01-25,15.0,,SPD,6
Yougov,2025-01-25,13.0,,Grüne,6
Yougov,2025-01-25,3.0,,FDP,6
Yougov,2025-01-25,5.0,,Linke,6
Yougov,2025-01-25,23.0,,AfD,6
Yougov,2025-01-25,6.0,,BSW,6
Insa,2025-01-22,30.0,,CDU/CSU,6
Insa,2025-01-22,16.0,,SPD,6
Insa,2025-01-22,12.0,,Grüne,6
Insa,2025-01-22,4.0,,FDP,6
Insa,2025-01-22,4.0,,Linke,6
Insa,2025-01-22,21.0,,AfD,6
Insa,2025-01-22,7.0,,BSW,6
Politbarometer,2025-01-22,30.0,,CDU/CSU,6
Politbarometer,2025-01-22,15.0,,SPD,6
Politbarometer,2025-01-22,14.0,,Grüne,6
Politbarometer,2025-01-22,4.0,,FDP,6
Politbarometer,2025-01-22,5.0,,Linke,6
Politbarometer,2025-01-22,21.0,,AfD,6
Politbarometer,2025-01-22,3.0,,BSW,6
Forsa,2025-01-17,31.0,,CDU/CSU,6
Forsa,2025-01-17,16.0,,SPD,6
Forsa,2025-01-17,13.0,,Grüne,6
Forsa,2025-01-17,4.0,,FDP,6
Forsa,2025-01-17,3.0,,Linke,6
Forsa,2025-01-17,19.0,,AfD,6
Forsa,2025-01-17,4.0,,BSW,6
Insa,2025-01-18,29.0,,CDU/CSU,6
Insa,2025-01-18,16.0,,SPD,6
Insa,2025-01-18,13.0,,Grüne,6
Insa,2025-01-18,5.0,,FDP,6
Insa,2025-01-18,4.0,,Linke,6
Insa,2025-01-18,21.5,,AfD,6
Insa,2025-01-18,7.0,,BSW,6
Yougov,2025-01-18,28.0,,CDU/CSU,6
Yougov,2025-01-18,19.0,,SPD,6
Yougov,2025-01-18,15.0,,Grüne,6
Yougov,2025-01-18,4.0,,FDP,6
Yougov,2025-01-18,4.0,,Linke,6
Yougov,2025-01-18,19.0,,AfD,6
Yougov,2025-01-18,6.0,,BSW,6
Allensbach,2025-01-13,34.0,,CDU/CSU,6
Allensbach,2025-01-13,17.0,,SPD,6
Allensbach,2025-01-13,13.5,,Grüne,6
Allensbach,2025-01-13,4.0,,FDP,6
Allensbach,2025-01-13,20.0,,AfD,6
Allensbach,2025-01-13,5.0,,BSW,6
Insa,2025-01-15,29.0,,CDU/CSU,6
Insa,2025-01-15,16.0,,SPD,6
Insa,2025-01-15,13.0,,Grüne,6
Insa,2025-01-15,5.0,,FDP,6
Insa,2025-01-15,4.0,,Linke,6
Insa,2025-01-15,21.0,,AfD,6
Insa,2025-01-15,7.0,,BSW,6
Yougov,2025-01-12,30.0,,CDU/CSU,6
Yougov,2025-01-12,18.0,,SPD,6
Yougov,2025-01-12,14.0,,Grüne,6
Yougov,2025-01-12,4.0,,FDP,6
Yougov,2025-01-12,4.0,,Linke,6
Yougov,2025-01-12,21.0,,AfD,6
Yougov,2025-01-12,6.0,,BSW,6
Forsa,2025-01-10,31.0,,CDU/CSU,6
Forsa,2025-01-10,16.0,,SPD,6
Forsa,2025-01-10,13.0,,Grüne,6
Forsa,2025-01-10,4.0,,FDP,6
Forsa,2025-01-10,3.0,,Linke,6
Forsa,2025-01-10,20.0,,AfD,6
Forsa,2025-01-10,4.0,,BSW,6
Insa,2025-01-11,31.0,,CDU/CSU,6
Insa,2025-01-11,15.0,,SPD,6
Insa,2025-01-11,13.0,,Grüne,6
Insa,2025-01-11,4.0,,FDP,6
Insa,2025-01-11,3.5,,Linke,6
Insa,2025-01-11,22.0,,AfD,6
Insa,2025-01-11,6.5,,BSW,6
Insa,2025-01-08,30.0,,CDU/CSU,6
Insa,2025-01-08,16.0,,SPD,6
Insa,2025-01-08,13.0,,Grüne,6
Insa,2025-01-08,4.0,,FDP,6
Insa,2025-01-08,3.0,,Linke,6
Insa,2025-01-08,22.0,,AfD,6
Insa,2025-01-08,6.0,,BSW,6
Politbarometer,2025-01-08,30.0,,CDU/CSU,6
Politbarometer,2025-01-08,14.0,,SPD,6
Politbarometer,2025-01-08,15.0,,Grüne,6
Politbarometer,2025-01-08,4.0,,FDP,6
Politbarometer,2025-01-08,4.0,,Linke,6
Politbarometer,2025-01-08,21.0,,AfD,6
Politbarometer,2025-01-08,4.0,,BSW,6
Dimap,2025-01-07,31.0,,CDU/CSU,6
Dimap,2025-01-07,15.0,,SPD,6
Dimap,2025-01-07,14.0,,Grüne,6
Dimap,2025-01-07,4.0,,FDP,6
Dimap,2025-01-07,4.0,,Linke,6
Dimap,2025-01-07,20.0,,AfD,6
Dimap,2025-01-07,5.0,,BSW,6
Forsa,2025-01-04,32.0,,CDU/CSU,6
Forsa,2025-01-04,17.0,,SPD,6
Forsa,2025-01-04,12.0,,Grüne,6
Forsa,2025-01-04,3.0,,FDP,6
Forsa,2025-01-04,3.0,,Linke,6
Forsa,2025-01-04,19.0,,AfD,6
Forsa,2025-01-04,4.0,,BSW,6
Insa,2025-01-04,31.0,,CDU/CSU,6
Insa,2025-01-04,15.5,,SPD,6
Insa,2025-01-04,13.5,,Grüne,6
Insa,2025-01-04,4.0,,FDP,6
Insa,2025-01-04,3.0,,Linke,6
Insa,2025-01-04,21.5,,AfD,6
Insa,2025-01-04,6.5,,BSW,6
Yougov,2025-01-04,29.0,,CDU/CSU,6
Yougov,2025-01-04,16.0,,SPD,6
Yougov,2025-01-04,14.0,,Grüne,6
Yougov,2025-01-04,5.0,,FDP,6
Yougov,2025-01-04,3.0,,Linke,6
Yougov,2025-01-04,21.0,,AfD,6
Yougov,2025-01-04,6.0,,BSW,6
Insa,2024-12-28,31.0,,CDU/CSU,6
Insa,2024-12-28,16.5,,SPD,6
Insa,2024-12-28,12.0,,Grüne,6
Insa,2024-12-28,3.5,,FDP,6
Insa,2024-12-28,4.0,,Linke,6
Insa,2024-12-28,20.5,,AfD,6
Insa,2024-12-28,7.0,,BSW,6
Insa,2024-12-25,31.0,,CDU/CSU,6
Insa,2024-12-25,17.0,,SPD,6
Insa,2024-12-25,12.0,,Grüne,6
Insa,2024-12-25,4.0,,FDP,6
Insa,2024-12-25,3.0,,Linke,6
Insa,2024-12-25,20.0,,AfD,6
Insa,2024-12-25,7.0,,BSW,6
Insa,2024-12-21,31.0,,CDU/CSU,6
Insa,2024-12-21,16.0,,SPD,6
Insa,2024-12-21,12.5,,Grüne,6
Insa,2024-12-21,5.0,,FDP,6
Insa,2024-12-21,3.0,,Linke,6
Insa,2024-12-21,19.5,,AfD,6
Insa,2024-12-21,8.0,,BSW,6
Forsa,2024-12-18,31.0,,CDU/CSU,6
Forsa,2024-12-18,16.0,,SPD,6
Forsa,2024-12-18,13.0,,Grüne,6
Forsa,2024-12-18,3.0,,FDP,6
Forsa,2024-12-18,4.0,,Linke,6
Forsa,2024-12-18,19.0,,AfD,6
Forsa,2024-12-18,4.0,,BSW,6
Insa,2024-12-17,32.0,,CDU/CSU,6
Insa,2024-12-17,16.0,,SPD,6
Insa,2024-12-17,12.0,,Grüne,6
Insa,2024-12-17,5.0,,FDP,6
Insa,2024-12-17,3.0,,Linke,6
Insa,2024-12-17,20.0,,AfD,6
Insa,2024-12-17,8.0,,BSW,6
Politbarometer,2024-12-18,31.0,,CDU/CSU,6
Politbarometer,2024-12-18,15.0,,SPD,6
Politbarometer,2024-12-18,14.0,,Grüne,6
Politbarometer,2024-12-18,3.0,,FDP,6
Politbarometer,2024-12-18,4.0,,Linke,6
Politbarometer,2024-12-18,19.0,,AfD,6
Politbarometer,2024-12-18,5.0,,BSW,6
Dimap,2024-12-17,33.0,,CDU/CSU,6
Dimap,2024-12-17,14.0,,SPD,6
Dimap,2024-12-17,14.0,,Grüne,6
Dimap,2024-12-17,3.0,,FDP,6
Dimap,2024-12-17,3.0,,Linke,6
Dimap,2024-12-17,19.0,,AfD,6
Dimap,2024-12-17,5.0,,BSW,6
Emnid,2024-12-14,31.0,,CDU/CSU,6
Emnid,2024-12-14,17.0,,SPD,6
Emnid,2024-12-14,14.0,,Grüne,6
Emnid,2024-12-14,4.0,,FDP,6
Emnid,2024-12-14,3.0,,Linke,6
Emnid,2024-12-14,18.0,,AfD,6
Emnid,2024-12-14,5.0,,BSW,6
Forsa,2024-12-13,30.0,,CDU/CSU,6
Forsa,2024-12-13,17.0,,SPD,6
Forsa,2024-12-13,13.0,,Grüne,6
Forsa,2024-12-13,4.0,,FDP,6
Forsa,2024-12-13,3.0,,Linke,6
Forsa,2024-12-13,19.0,,AfD,6
Forsa,2024-12-13,4.0,,BSW,6
Insa,2024-12-14,31.5,,CDU/CSU,6
Insa,2024-12-14,16.5,,SPD,6
Insa,2024-12-14,11.5,,Grüne,6
Insa,2024-12-14,5.0,,FDP,6
Insa,2024-12-14,2.5,,Linke,6
Insa,2024-12-14,19.5,,AfD,6
Insa,2024-12-14,8.0,,BSW,6
Insa,2024-12-11,31.0,,CDU/CSU,6
Insa,2024-12-11,17.0,,SPD,6
Insa,2024-12-11,11.0,,Grüne,6
Insa,2024-12-11,5.0,,FDP,6
Insa,2024-12-11,3.0,,Linke,6
Insa,2024-12-11,20.0,,AfD,6
Insa,2024-12-11,8.0,,BSW,6
Allensbach,2024-12-06,36.0,,CDU/CSU,6
Allensbach,2024-12-06,16.0,,SPD,6
Allensbach,2024-12-06,12.0,,Grüne,6
Allensbach,2024-12-06,4.0,,FDP,6
Allensbach,2024-12-06,18.0,,AfD,6
